MEAN_RR,MEDIAN_RR,SDRR,RMSSD,condition,FID,results
785,786,86.85257585,26.03072526,interruption,785-786-86.85257585-26.03072526,1
730,727,42.71758805,9.747071565,no stress,730-727-42.71758805-9.747071565,0
806,800,105.49476499999999,8.876617217,no stress,806-800-105.494765-8.876617217,0
981,989,87.72299803,19.03737684,time pressure,981-989-87.72299803-19.03737684,1
940,915,170.5393061,19.20693225,time pressure,940-915-170.5393061-19.20693225,1
761,757,83.87735869,23.62945683,interruption,761-757-83.87735869-23.62945683,1
977,979,158.22378940000002,22.908878,time pressure,977-979-158.2237894-22.908878,1
673,657,81.97019406,18.31558273,no stress,673-657-81.97019406-18.31558273,0
815,814,56.07102537,13.23780424,interruption,815-814-56.07102537-13.23780424,1
705,706,32.79530486,9.313600322000001,no stress,705-706-32.79530486-9.313600322,0
1124,1204,381.4470246,18.68589364,time pressure,1124-1204-381.4470246-18.68589364,1
951,829,337.6058048,18.75641108,interruption,951-829-337.6058048-18.75641108,1
729,728,51.55087424,9.379756002,no stress,729-728-51.55087424-9.379756002,0
1119,1119,114.09050459999999,18.759728600000003,time pressure,1119-1119-114.0905046-18.7597286,1
998,994,95.45640788,21.36448717,interruption,998-994-95.45640788-21.36448717,1
780,787,50.97650483,10.759851300000001,interruption,780-787-50.97650483-10.7598513,1
743,762,95.83677971,16.44505886,no stress,743-762-95.83677971-16.44505886,0
892,875,104.3704036,13.79932742,no stress,892-875-104.3704036-13.79932742,0
931,935,136.8011121,16.60162705,no stress,931-935-136.8011121-16.60162705,0
856,854,63.585646499999996,14.75690755,no stress,856-854-63.5856465-14.75690755,0
852,865,85.69102449,14.26671308,time pressure,852-865-85.69102449-14.26671308,1
743,709,147.9210736,19.40864636,no stress,743-709-147.9210736-19.40864636,0
1104,1130,353.29366760000005,14.81016054,no stress,1104-1130-353.2936676-14.81016054,0
742,743,55.36636668,10.1065039,no stress,742-743-55.36636668-10.1065039,0
1081,1082,88.92333305,17.61554907,interruption,1081-1082-88.92333305-17.61554907,1
784,785,64.02947317,11.89062073,interruption,784-785-64.02947317-11.89062073,1
805,817,67.66214893,15.06146621,interruption,805-817-67.66214893-15.06146621,1
603,575,88.80598011,11.48811983,time pressure,603-575-88.80598011-11.48811983,1
1000,1012,124.31784679999998,22.80059899,interruption,1000-1012-124.3178468-22.80059899,1
874,876,83.22894731,13.84250827,no stress,874-876-83.22894731-13.84250827,0
904,919,109.57296370000002,16.95210037,no stress,904-919-109.5729637-16.95210037,0
1203,1182,226.80016809999998,16.75721889,time pressure,1203-1182-226.8001681-16.75721889,1
707,722,81.09847324,9.201742327,no stress,707-722-81.09847324-9.201742327,0
1210,1216,296.199938,16.15167375,interruption,1210-1216-296.199938-16.15167375,1
671,666,102.4773935,12.39459009,no stress,671-666-102.4773935-12.39459009,0
705,694,68.92481633,20.3675762,no stress,705-694-68.92481633-20.3675762,0
1017,1013,146.3226955,16.5374361,time pressure,1017-1013-146.3226955-16.5374361,1
1203,1145,272.7232139,15.25915624,time pressure,1203-1145-272.7232139-15.25915624,1
835,833,61.61998203,14.05958101,interruption,835-833-61.61998203-14.05958101,1
991,943,146.9182628,18.24746442,no stress,991-943-146.9182628-18.24746442,0
1019,1023,94.83655816,22.38576914,no stress,1019-1023-94.83655816-22.38576914,0
1007,1006,95.4435253,21.25995118,interruption,1007-1006-95.4435253-21.25995118,1
791,787,64.65099329,13.94879705,no stress,791-787-64.65099329-13.94879705,0
666,650,78.02371137,18.93773025,no stress,666-650-78.02371137-18.93773025,0
1021,1022,101.4911469,23.63998989,no stress,1021-1022-101.4911469-23.63998989,0
823,845,84.69173713,9.80227944,interruption,823-845-84.69173713-9.80227944,1
774,774,41.05376915,10.83973959,no stress,774-774-41.05376915-10.83973959,0
976,978,62.64787816,12.94168787,no stress,976-978-62.64787816-12.94168787,0
840,854,103.0574917,12.68541961,no stress,840-854-103.0574917-12.68541961,0
826,834,83.00640095,14.30160205,no stress,826-834-83.00640095-14.30160205,0
845,853,62.74580325,8.526999572000001,interruption,845-853-62.74580325-8.526999572,1
1032,1033,94.61262647,22.97189043,no stress,1032-1033-94.61262647-22.97189043,0
694,690,69.04315124,19.35409639,no stress,694-690-69.04315124-19.35409639,0
831,830,62.16097852,14.53688793,interruption,831-830-62.16097852-14.53688793,1
920,949,122.48859569999999,20.99430076,time pressure,920-949-122.4885957-20.99430076,1
928,924,72.15657807,12.372239,no stress,928-924-72.15657807-12.372239,0
731,730,65.81280828,9.951352173,no stress,731-730-65.81280828-9.951352173,0
914,784,304.5509168,15.64765505,interruption,914-784-304.5509168-15.64765505,1
897,898,81.52677532,10.14199424,time pressure,897-898-81.52677532-10.14199424,1
980,983,129.1294862,18.87377782,interruption,980-983-129.1294862-18.87377782,1
867,869,69.80156387,16.81801964,no stress,867-869-69.80156387-16.81801964,0
850,764,273.98238760000004,16.56098717,interruption,850-764-273.9823876-16.56098717,1
673,665,98.54064926,11.67334805,no stress,673-665-98.54064926-11.67334805,0
732,732,55.44762365,9.570949295,no stress,732-732-55.44762365-9.570949295,0
865,867,67.79932142,16.55503485,no stress,865-867-67.79932142-16.55503485,0
753,757,42.40473681,14.67041683,interruption,753-757-42.40473681-14.67041683,1
780,773,52.19608615,12.02224114,no stress,780-773-52.19608615-12.02224114,0
812,815,65.39769281,19.4529073,no stress,812-815-65.39769281-19.4529073,0
729,722,76.33315139,23.07921979,no stress,729-722-76.33315139-23.07921979,0
735,746,72.66701145,10.9498116,no stress,735-746-72.66701145-10.9498116,0
803,809,97.82588794,18.32584396,no stress,803-809-97.82588794-18.32584396,0
684,608,277.48137819999994,12.57318712,no stress,684-608-277.4813782-12.57318712,0
738,746,71.05000688,11.83485771,no stress,738-746-71.05000688-11.83485771,0
839,849,114.1078649,14.8886962,interruption,839-849-114.1078649-14.8886962,1
1070,1069,92.38178338,17.76275739,interruption,1070-1069-92.38178338-17.76275739,1
805,809,79.52354948,14.8171201,no stress,805-809-79.52354948-14.8171201,0
782,782,113.49395700000001,13.08830723,interruption,782-782-113.493957-13.08830723,1
952,952,56.81749441,12.21701007,no stress,952-952-56.81749441-12.21701007,0
1020,1024,95.93849309,22.29067026,no stress,1020-1024-95.93849309-22.29067026,0
946,961,91.83621431,13.37581535,interruption,946-961-91.83621431-13.37581535,1
670,654,78.66429081,18.23561268,no stress,670-654-78.66429081-18.23561268,0
983,992,107.85122240000001,23.35659595,interruption,983-992-107.8512224-23.35659595,1
787,788,86.89175797,26.16559215,interruption,787-788-86.89175797-26.16559215,1
608,586,72.15628397,8.648374642,no stress,608-586-72.15628397-8.648374642,0
911,931,99.68810844,16.62791473,no stress,911-931-99.68810844-16.62791473,0
730,730,37.27217171,9.982689788,no stress,730-730-37.27217171-9.982689788,0
803,806,68.84488891,18.29087049,no stress,803-806-68.84488891-18.29087049,0
839,853,103.16381899999999,12.75121282,no stress,839-853-103.163819-12.75121282,0
746,754,63.23429715,8.477574574,no stress,746-754-63.23429715-8.477574574,0
1054,869,348.8957783,13.36803279,no stress,1054-869-348.8957783-13.36803279,0
906,907,72.41096789,12.49264964,no stress,906-907-72.41096789-12.49264964,0
760,716,169.5044582,19.96973616,time pressure,760-716-169.5044582-19.96973616,1
825,828,76.18510128,10.14644124,no stress,825-828-76.18510128-10.14644124,0
762,758,88.12583963,24.99868862,interruption,762-758-88.12583963-24.99868862,1
772,772,67.58991664,15.976317300000002,interruption,772-772-67.58991664-15.9763173,1
849,857,60.92835909,12.65614265,time pressure,849-857-60.92835909-12.65614265,1
783,792,45.44681056,7.386413512000001,no stress,783-792-45.44681056-7.386413512,0
820,844,85.61290747,9.808887427,interruption,820-844-85.61290747-9.808887427,1
703,713,72.12474127,18.03305578,no stress,703-713-72.12474127-18.03305578,0
789,795,62.302992599999996,13.07022044,no stress,789-795-62.3029926-13.07022044,0
817,853,125.2661858,18.68471489,no stress,817-853-125.2661858-18.68471489,0
821,821,56.51290212,19.99714714,no stress,821-821-56.51290212-19.99714714,0
981,916,323.4156183,17.2898174,time pressure,981-916-323.4156183-17.2898174,1
754,725,208.2009381,16.05458097,interruption,754-725-208.2009381-16.05458097,1
716,709,60.00619902,9.519641527000001,no stress,716-709-60.00619902-9.519641527,0
933,743,367.2379245,14.39740675,no stress,933-743-367.2379245-14.39740675,0
676,621,150.39096709999998,18.55953893,time pressure,676-621-150.3909671-18.55953893,1
823,822,58.74545405,20.8529719,no stress,823-822-58.74545405-20.8529719,0
681,693,157.0443546,15.24040444,no stress,681-693-157.0443546-15.24040444,0
863,859,73.66695243,11.5897125,no stress,863-859-73.66695243-11.5897125,0
730,729,61.96920291,9.907625404,no stress,730-729-61.96920291-9.907625404,0
752,756,149.9892841,14.25057831,interruption,752-756-149.9892841-14.25057831,1
923,793,306.8518421,16.38197603,interruption,923-793-306.8518421-16.38197603,1
934,744,366.83123,14.42327242,no stress,934-744-366.83123-14.42327242,0
947,951,76.26023035,11.25156111,time pressure,947-951-76.26023035-11.25156111,1
773,770,43.14220312,10.81901769,no stress,773-770-43.14220312-10.81901769,0
953,955,60.120356900000004,12.10116115,no stress,953-955-60.1203569-12.10116115,0
841,847,53.83541626,13.58970716,no stress,841-847-53.83541626-13.58970716,0
739,738,45.97380507,10.91719696,no stress,739-738-45.97380507-10.91719696,0
998,1000,90.62120749,21.38528841,interruption,998-1000-90.62120749-21.38528841,1
1070,1071,93.27435575,17.73691264,interruption,1070-1071-93.27435575-17.73691264,1
759,753,82.86251659,26.09792473,interruption,759-753-82.86251659-26.09792473,1
706,694,74.79007421,20.29773684,no stress,706-694-74.79007421-20.29773684,0
755,758,40.93532919,8.998692698,interruption,755-758-40.93532919-8.998692698,1
612,591,71.73744501,8.787338797,no stress,612-591-71.73744501-8.787338797,0
766,765,53.80614997,10.46811921,no stress,766-765-53.80614997-10.46811921,0
941,956,91.31533579,12.94993853,interruption,941-956-91.31533579-12.94993853,1
697,691,66.77945492,20.12653094,no stress,697-691-66.77945492-20.12653094,0
736,739,60.40920904,9.372630302000001,no stress,736-739-60.40920904-9.372630302,0
788,793,72.68104749,13.674176800000001,no stress,788-793-72.68104749-13.6741768,0
770,774,43.15023011,9.534405007,interruption,770-774-43.15023011-9.534405007,1
773,771,44.63204574,10.9727481,no stress,773-771-44.63204574-10.9727481,0
661,663,86.03057316,14.04406054,no stress,661-663-86.03057316-14.04406054,0
620,598,123.2072336,18.64323089,no stress,620-598-123.2072336-18.64323089,0
765,770,63.46252345,9.605677231,interruption,765-770-63.46252345-9.605677231,1
935,929,99.44137796,21.49372721,interruption,935-929-99.44137796-21.49372721,1
1047,1047,95.79804487,22.30392721,no stress,1047-1047-95.79804487-22.30392721,0
594,535,157.44816709999998,18.59178346,interruption,594-535-157.4481671-18.59178346,1
861,867,58.38397692,14.08976204,time pressure,861-867-58.38397692-14.08976204,1
815,820,52.39090752,10.394391699999998,time pressure,815-820-52.39090752-10.3943917,1
836,767,271.3504577,17.83784692,interruption,836-767-271.3504577-17.83784692,1
730,731,36.91534837,10.09488168,no stress,730-731-36.91534837-10.09488168,0
837,843,70.74789343,19.23131117,time pressure,837-843-70.74789343-19.23131117,1
625,538,195.4356669,16.71498024,interruption,625-538-195.4356669-16.71498024,1
730,730,37.26330596,9.990201161,no stress,730-730-37.26330596-9.990201161,0
854,849,64.09645488,10.38750766,no stress,854-849-64.09645488-10.38750766,0
826,845,114.1638801,12.80330612,no stress,826-845-114.1638801-12.80330612,0
765,770,63.93304952,9.764409879,interruption,765-770-63.93304952-9.764409879,1
724,719,83.23920940000001,19.62134469,interruption,724-719-83.2392094-19.62134469,1
1028,1034,302.1212534,17.53811914,no stress,1028-1034-302.1212534-17.53811914,0
817,819,58.03636978,19.59691021,no stress,817-819-58.03636978-19.59691021,0
706,719,78.67514367,8.808084332,no stress,706-719-78.67514367-8.808084332,0
977,894,236.64727459999997,16.78267385,time pressure,977-894-236.6472746-16.78267385,1
978,986,85.79038774,19.04610586,time pressure,978-986-85.79038774-19.04610586,1
886,884,68.80889534,12.3006186,no stress,886-884-68.80889534-12.3006186,0
762,712,171.3268574,13.82929377,time pressure,762-712-171.3268574-13.82929377,1
862,858,70.19377914,15.15984552,no stress,862-858-70.19377914-15.15984552,0
810,812,64.14715353,18.63640066,no stress,810-812-64.14715353-18.63640066,0
765,754,113.6696107,10.89962779,no stress,765-754-113.6696107-10.89962779,0
775,772,46.82435175,11.30301636,no stress,775-772-46.82435175-11.30301636,0
725,719,73.95376956,22.63800451,no stress,725-719-73.95376956-22.63800451,0
1021,1037,137.4815189,17.38537865,interruption,1021-1037-137.4815189-17.38537865,1
782,788,65.86952088,10.81282426,no stress,782-788-65.86952088-10.81282426,0
913,934,106.05171509999998,17.29382033,no stress,913-934-106.0517151-17.29382033,0
779,790,47.05497672,7.369699897,no stress,779-790-47.05497672-7.369699897,0
1066,1083,127.2315449,14.74263988,time pressure,1066-1083-127.2315449-14.74263988,1
929,936,143.2114424,16.42523398,no stress,929-936-143.2114424-16.42523398,0
719,709,65.93077678,9.17059825,no stress,719-709-65.93077678-9.17059825,0
834,851,109.0918824,12.8356426,no stress,834-851-109.0918824-12.8356426,0
784,785,51.85054587,10.88404523,time pressure,784-785-51.85054587-10.88404523,1
905,910,76.02018162,11.27030582,no stress,905-910-76.02018162-11.27030582,0
1156,1249,334.35676989999996,14.69202437,no stress,1156-1249-334.3567699-14.69202437,0
792,794,75.43693624,14.28856047,no stress,792-794-75.43693624-14.28856047,0
731,587,243.2092749,10.81062836,no stress,731-587-243.2092749-10.81062836,0
712,705,64.82668177,9.868633033,no stress,712-705-64.82668177-9.868633033,0
1076,1093,140.9001993,17.94432582,time pressure,1076-1093-140.9001993-17.94432582,1
770,774,52.20545319,12.29189337,no stress,770-774-52.20545319-12.29189337,0
820,821,55.72719097,19.59209217,no stress,820-821-55.72719097-19.59209217,0
861,862,91.15083665,22.16387871,interruption,861-862-91.15083665-22.16387871,1
769,771,54.15136387,12.54050322,no stress,769-771-54.15136387-12.54050322,0
926,920,67.18107956,12.09296148,no stress,926-920-67.18107956-12.09296148,0
913,928,105.14987169999999,16.49661914,time pressure,913-928-105.1498717-16.49661914,1
878,881,108.8875553,15.17691541,no stress,878-881-108.8875553-15.17691541,0
1029,1033,105.63015690000002,23.82320186,no stress,1029-1033-105.6301569-23.82320186,0
899,900,70.68090946,12.5406371,no stress,899-900-70.68090946-12.5406371,0
951,950,58.72149727,12.31494662,no stress,951-950-58.72149727-12.31494662,0
824,839,76.37709771,11.40773726,interruption,824-839-76.37709771-11.40773726,1
934,931,92.89522524,13.56924137,no stress,934-931-92.89522524-13.56924137,0
790,792,75.79529614,14.2345571,no stress,790-792-75.79529614-14.2345571,0
895,912,94.25677551,13.71283225,time pressure,895-912-94.25677551-13.71283225,1
761,751,115.8427946,11.12762421,no stress,761-751-115.8427946-11.12762421,0
785,791,54.07925229,10.91607436,interruption,785-791-54.07925229-10.91607436,1
738,738,62.19610614,9.701179724,no stress,738-738-62.19610614-9.701179724,0
1080,1086,97.57928868,21.73114293,no stress,1080-1086-97.57928868-21.73114293,0
732,742,73.29687997,10.97446735,no stress,732-742-73.29687997-10.97446735,0
814,828,110.7805892,16.51551228,no stress,814-828-110.7805892-16.51551228,0
579,570,52.56001170000001,9.284020555,time pressure,579-570-52.5600117-9.284020555,1
783,789,73.09297335,11.1840137,no stress,783-789-73.09297335-11.1840137,0
786,784,49.35729885,11.84416453,no stress,786-784-49.35729885-11.84416453,0
847,852,56.25126696,14.01362928,no stress,847-852-56.25126696-14.01362928,0
1026,1023,90.89229643,22.76613299,no stress,1026-1023-90.89229643-22.76613299,0
725,726,57.50289841,9.343048381000001,no stress,725-726-57.50289841-9.343048381,0
1321,1653,530.5345608,12.72490035,no stress,1321-1653-530.5345608-12.72490035,0
728,693,139.2348365,19.67248408,no stress,728-693-139.2348365-19.67248408,0
897,894,80.662638,13.29187777,no stress,897-894-80.662638-13.29187777,0
707,711,83.16926977,17.0284378,no stress,707-711-83.16926977-17.0284378,0
1195,1176,233.76991239999998,16.7195538,time pressure,1195-1176-233.7699124-16.7195538,1
1098,1131,296.38704049999996,17.73365546,no stress,1098-1131-296.3870405-17.73365546,0
656,628,129.9426781,16.90037092,no stress,656-628-129.9426781-16.90037092,0
830,833,50.08301065,9.701501777,time pressure,830-833-50.08301065-9.701501777,1
892,890,71.42407615,10.88767983,no stress,892-890-71.42407615-10.88767983,0
783,781,70.43466776,12.58723495,no stress,783-781-70.43466776-12.58723495,0
1162,1239,398.33146939999995,18.39737724,time pressure,1162-1239-398.3314694-18.39737724,1
832,830,82.72946038,13.718902400000001,interruption,832-830-82.72946038-13.7189024,1
988,995,114.7026506,22.67802258,interruption,988-995-114.7026506-22.67802258,1
845,842,62.33283233,13.64300353,interruption,845-842-62.33283233-13.64300353,1
833,841,73.29675912,13.99605617,time pressure,833-841-73.29675912-13.99605617,1
971,979,136.7346388,18.41383381,time pressure,971-979-136.7346388-18.41383381,1
1192,1173,235.88490430000002,16.71709175,time pressure,1192-1173-235.8849043-16.71709175,1
810,846,116.3978636,17.66056466,no stress,810-846-116.3978636-17.66056466,0
911,919,74.96353906,17.5311786,interruption,911-919-74.96353906-17.5311786,1
580,534,142.88145780000002,19.14998213,no stress,580-534-142.8814578-19.14998213,0
829,834,117.2217747,15.09202092,time pressure,829-834-117.2217747-15.09202092,1
657,629,129.85510870000002,16.87468558,no stress,657-629-129.8551087-16.87468558,0
810,823,130.5162832,13.76912737,no stress,810-823-130.5162832-13.76912737,0
799,798,70.50112273,19.66285721,no stress,799-798-70.50112273-19.66285721,0
685,681,101.65422029999999,12.45013467,no stress,685-681-101.6542203-12.45013467,0
831,833,61.61132092,14.98779486,interruption,831-833-61.61132092-14.98779486,1
743,762,92.68271795,16.19225671,no stress,743-762-92.68271795-16.19225671,0
839,844,72.50070176,19.37948937,interruption,839-844-72.50070176-19.37948937,1
910,909,69.66578913,12.54201318,no stress,910-909-69.66578913-12.54201318,0
928,943,96.03219418,12.34007392,interruption,928-943-96.03219418-12.34007392,1
809,811,67.88489817,19.63704823,no stress,809-811-67.88489817-19.63704823,0
810,807,65.10635566,14.26029469,interruption,810-807-65.10635566-14.26029469,1
819,820,56.03327166,19.33008871,no stress,819-820-56.03327166-19.33008871,0
978,980,140.8292372,21.06820923,interruption,978-980-140.8292372-21.06820923,1
835,866,132.9693646,15.5515013,no stress,835-866-132.9693646-15.5515013,0
919,929,98.0110315,19.44372839,no stress,919-929-98.0110315-19.44372839,0
802,802,100.50987540000001,12.36269122,interruption,802-802-100.5098754-12.36269122,1
802,799,55.23357884,12.70377003,interruption,802-799-55.23357884-12.70377003,1
751,756,42.95032268,14.60239982,interruption,751-756-42.95032268-14.60239982,1
801,801,70.81928171,12.56896436,interruption,801-801-70.81928171-12.56896436,1
645,619,103.54811540000001,8.8464292,no stress,645-619-103.5481154-8.8464292,0
866,698,370.53198430000003,13.10175997,no stress,866-698-370.5319843-13.10175997,0
732,736,78.0660686,10.41572909,no stress,732-736-78.0660686-10.41572909,0
740,713,133.7150871,12.28024797,no stress,740-713-133.7150871-12.28024797,0
839,853,95.53271495,9.347680129,no stress,839-853-95.53271495-9.347680129,0
927,939,84.05374728,12.81113443,interruption,927-939-84.05374728-12.81113443,1
1044,1054,122.2422096,17.34926098,interruption,1044-1054-122.2422096-17.34926098,1
916,934,105.88910700000001,17.38998955,no stress,916-934-105.889107-17.38998955,0
1040,1062,143.332423,14.87682363,time pressure,1040-1062-143.332423-14.87682363,1
723,721,48.266714799999995,9.534484531,no stress,723-721-48.2667148-9.534484531,0
858,863,71.93435737,13.46534952,time pressure,858-863-71.93435737-13.46534952,1
835,841,72.73975083,21.37160131,no stress,835-841-72.73975083-21.37160131,0
788,789,85.57486197,26.15224566,interruption,788-789-85.57486197-26.15224566,1
827,827,112.6542825,14.45765198,time pressure,827-827-112.6542825-14.45765198,1
585,524,163.3793166,16.95730425,interruption,585-524-163.3793166-16.95730425,1
829,833,47.29877712,9.299961835,time pressure,829-833-47.29877712-9.299961835,1
810,811,56.71472842,18.18932686,no stress,810-811-56.71472842-18.18932686,0
827,826,175.3860617,13.66730242,interruption,827-826-175.3860617-13.66730242,1
959,813,346.58151410000005,18.87731925,interruption,959-813-346.5815141-18.87731925,1
658,665,132.7835882,13.02740292,no stress,658-665-132.7835882-13.02740292,0
785,775,73.2749541,11.21081564,no stress,785-775-73.2749541-11.21081564,0
900,763,341.2562935,15.29209585,no stress,900-763-341.2562935-15.29209585,0
899,908,92.06277086,12.32307307,no stress,899-908-92.06277086-12.32307307,0
967,878,325.9807674,18.11574488,time pressure,967-878-325.9807674-18.11574488,1
808,812,70.25956496,18.9036833,no stress,808-812-70.25956496-18.9036833,0
961,965,72.85195215,12.57796758,no stress,961-965-72.85195215-12.57796758,0
844,824,83.91394678,10.83337739,time pressure,844-824-83.91394678-10.83337739,1
751,760,101.2656267,16.14937527,no stress,751-760-101.2656267-16.14937527,0
791,793,50.04007256,13.023342900000001,no stress,791-793-50.04007256-13.0233429,0
836,842,116.83258390000002,14.97257271,time pressure,836-842-116.8325839-14.97257271,1
718,710,74.42147826,21.77666634,no stress,718-710-74.42147826-21.77666634,0
837,840,64.34923434,12.43911187,time pressure,837-840-64.34923434-12.43911187,1
748,761,118.554023,16.79417202,no stress,748-761-118.554023-16.79417202,0
764,765,62.88008521,11.25039134,no stress,764-765-62.88008521-11.25039134,0
730,732,58.87487862,9.616586071,no stress,730-732-58.87487862-9.616586071,0
1025,1037,153.34987019999997,19.03307069,no stress,1025-1037-153.3498702-19.03307069,0
1068,1068,90.52474625,17.91764436,interruption,1068-1068-90.52474625-17.91764436,1
775,778,51.66457688,12.53236718,no stress,775-778-51.66457688-12.53236718,0
775,778,81.52027814,12.85578093,interruption,775-778-81.52027814-12.85578093,1
681,686,80.83584638,15.17839876,no stress,681-686-80.83584638-15.17839876,0
797,826,131.4946641,16.56665665,no stress,797-826-131.4946641-16.56665665,0
846,845,66.22795634,13.79623529,time pressure,846-845-66.22795634-13.79623529,1
935,738,366.1811525,14.36508719,no stress,935-738-366.1811525-14.36508719,0
797,792,63.88772808,14.72500546,interruption,797-792-63.88772808-14.72500546,1
684,679,101.58006329999999,12.51007861,no stress,684-679-101.5800633-12.51007861,0
733,728,80.60863147,21.13824901,interruption,733-728-80.60863147-21.13824901,1
1030,1041,342.00197189999994,15.40963188,no stress,1030-1041-342.0019719-15.40963188,0
831,850,89.10084543,15.46497814,no stress,831-850-89.10084543-15.46497814,0
983,996,118.4723284,22.54454818,interruption,983-996-118.4723284-22.54454818,1
963,978,98.81912643,18.32720137,time pressure,963-978-98.81912643-18.32720137,1
860,858,71.8456977,15.40845317,no stress,860-858-71.8456977-15.40845317,0
811,806,90.02486332,13.19053766,interruption,811-806-90.02486332-13.19053766,1
884,880,67.52403646,12.35896276,no stress,884-880-67.52403646-12.35896276,0
805,808,64.30158235,13.9477086,no stress,805-808-64.30158235-13.9477086,0
872,880,73.88837354,12.97477553,time pressure,872-880-73.88837354-12.97477553,1
836,763,251.25886839999998,17.47140089,interruption,836-763-251.2588684-17.47140089,1
806,809,67.65734751,19.18813298,no stress,806-809-67.65734751-19.18813298,0
902,917,109.8571233,16.12587223,no stress,902-917-109.8571233-16.12587223,0
728,729,38.31375171,9.975462141,no stress,728-729-38.31375171-9.975462141,0
862,860,63.01310485,11.91287768,no stress,862-860-63.01310485-11.91287768,0
1022,1012,167.61299440000002,16.71713534,interruption,1022-1012-167.6129944-16.71713534,1
941,917,170.37141880000001,19.20008386,time pressure,941-917-170.3714188-19.20008386,1
768,768,40.14182952,9.399787808,interruption,768-768-40.14182952-9.399787808,1
674,669,67.6407837,12.40834825,no stress,674-669-67.6407837-12.40834825,0
1003,1002,170.6200931,16.54641075,time pressure,1003-1002-170.6200931-16.54641075,1
842,842,56.644576199999996,13.12178888,time pressure,842-842-56.6445762-13.12178888,1
772,770,44.77132146,11.01496168,no stress,772-770-44.77132146-11.01496168,0
665,658,49.97821115,9.603181924,no stress,665-658-49.97821115-9.603181924,0
781,782,44.77183829,11.09393675,no stress,781-782-44.77183829-11.09393675,0
847,862,103.5460735,12.5691854,no stress,847-862-103.5460735-12.5691854,0
928,929,71.21595294,11.18448632,no stress,928-929-71.21595294-11.18448632,0
1020,1018,102.7837225,23.6720128,no stress,1020-1018-102.7837225-23.6720128,0
758,764,82.27952311,10.81440449,no stress,758-764-82.27952311-10.81440449,0
824,829,49.04393545,8.764277874,time pressure,824-829-49.04393545-8.764277874,1
894,762,341.40213439999997,15.34551856,no stress,894-762-341.4021344-15.34551856,0
797,799,68.73340761,18.75083302,no stress,797-799-68.73340761-18.75083302,0
834,833,81.86972887,14.20782896,time pressure,834-833-81.86972887-14.20782896,1
963,977,108.9970747,20.85026793,interruption,963-977-108.9970747-20.85026793,1
1003,1006,89.8834037,21.3997013,no stress,1003-1006-89.8834037-21.3997013,0
841,841,60.81133283,14.16737152,time pressure,841-841-60.81133283-14.16737152,1
835,844,74.86056354,14.55431472,time pressure,835-844-74.86056354-14.55431472,1
980,973,77.90562273,13.40727295,no stress,980-973-77.90562273-13.40727295,0
1004,1000,126.9043794,19.36465534,interruption,1004-1000-126.9043794-19.36465534,1
781,785,54.16913387,13.50194162,no stress,781-785-54.16913387-13.50194162,0
818,816,52.89955061,17.96221504,no stress,818-816-52.89955061-17.96221504,0
768,787,200.270379,15.81746127,no stress,768-787-200.270379-15.81746127,0
658,665,132.5369406,12.9873698,no stress,658-665-132.5369406-12.9873698,0
705,695,68.80929914,20.31993734,no stress,705-695-68.80929914-20.31993734,0
954,944,180.3131238,17.45244134,time pressure,954-944-180.3131238-17.45244134,1
916,934,116.14639380000001,17.65154688,no stress,916-934-116.1463938-17.65154688,0
1000,950,319.1903284,17.84305512,time pressure,1000-950-319.1903284-17.84305512,1
917,926,97.94854776,19.53113876,no stress,917-926-97.94854776-19.53113876,0
859,864,72.89988598,16.05883267,no stress,859-864-72.89988598-16.05883267,0
706,710,81.70319964,17.31967371,no stress,706-710-81.70319964-17.31967371,0
1177,1206,321.55680710000007,14.76575729,interruption,1177-1206-321.5568071-14.76575729,1
816,820,52.75758098,9.916588134,time pressure,816-820-52.75758098-9.916588134,1
779,790,47.06798479,7.36306757,no stress,779-790-47.06798479-7.36306757,0
727,730,70.02355290000001,12.646726300000001,no stress,727-730-70.0235529-12.6467263,0
1044,1058,78.36250266,11.13475433,time pressure,1044-1058-78.36250266-11.13475433,1
772,772,67.77219302,15.93036316,interruption,772-772-67.77219302-15.93036316,1
881,883,105.09045549999999,14.95954585,no stress,881-883-105.0904555-14.95954585,0
816,816,55.39530977,20.52936516,no stress,816-816-55.39530977-20.52936516,0
893,900,96.31993051,21.77661303,interruption,893-900-96.31993051-21.77661303,1
1027,1045,141.35411240000002,14.81970529,time pressure,1027-1045-141.3541124-14.81970529,1
814,753,255.82029300000002,17.07966375,interruption,814-753-255.820293-17.07966375,1
889,885,68.71609673,12.30605837,no stress,889-885-68.71609673-12.30605837,0
853,828,84.51680958,10.81580026,time pressure,853-828-84.51680958-10.81580026,1
953,956,65.83707275,12.28946083,time pressure,953-956-65.83707275-12.28946083,1
855,853,82.14188338,13.71077336,interruption,855-853-82.14188338-13.71077336,1
802,796,85.20848135,12.873054199999999,interruption,802-796-85.20848135-12.8730542,1
751,747,75.05696481,23.96110923,interruption,751-747-75.05696481-23.96110923,1
845,835,88.67439819,12.96353955,time pressure,845-835-88.67439819-12.96353955,1
881,885,112.88070900000001,16.61433217,no stress,881-885-112.880709-16.61433217,0
886,892,86.66889852,14.06833362,time pressure,886-892-86.66889852-14.06833362,1
1107,1123,148.15591819999997,23.08467472,interruption,1107-1123-148.1559182-23.08467472,1
